AL;AL0043;HARTFORD / MCGREGOR-MCKINNEY PUBLIC LIBRARY                 ;-3                                                                              ;2248;6;2;89063;6117;17661;5623;34322
AL;AL0044;LUVERNE PUBLIC LIBRARY                                      ;LIBRARY.LUVERNE.ORG                                                             ;1872;11;2.4;125351;10255;25430;7498;25917
AL;AL0045;OPP PUBLIC LIBRARY                                          ;OPPLIBRARY.COM                                                                  ;2288;9;3.3;127538;12965;24432;3605;32172
AL;AL0046;SAMSON PUBLIC LIBRARY                                       ;-3                                                                              ;1454;5;0.5;28018;5727;6344;2420;7545
AL;AL0047;SLOCOMB PUBLIC LIBRARY                                      ;-3                                                                              ;1040;4;1;6300;5749;1500;500;5500
AL;AL0048;HORSESHOE BEND REGIONAL LIBRARY                             ;HORSESHOEBENDLIBRARY.ORG                                                        ;3182;5;4.4;240046;130208;505763;1250;35152
AL;AL0049;ALEXANDER CITY - ADELIA MCCONNELL RUSSELL LIBRARY           ;www.alexandercityonline.com                                                     ;5667;29;10.7;503146;14950;68205;18236;62315
AL;AL0050;DADEVILLE PUBLIC LIBRARY                                    ;WWW.DADEVILLEPUBLICLIBRARY.COM                                                  ;1748;12;1.68;62232;3218;36960;5245;43677
AL;AL0051;GOODWATER PUBLIC LIBRARY                                    ;-3                                                                              ;1968;6;1;49216;1528;7226;3524;8422
AL;AL0052;AUBURN PUBLIC LIBRARY                                       ;WWW.AUBURNALABAMA.ORG/LIBRARY                                                   ;3418;79;22.5;1536649;54348;176547;123046;238809
AL;AL0053;OPELIKA - LEWIS COOPER JR. MEMORIAL LIBRARY                 ;www.opelika.net                                                                 ;3255;19;12.5;675796;25836;105319;15012;143288
AL;AL0054;MILLBROOK PUBLIC LIBRARY                                    ;WWW.LIBRARY.CITYOFMILLBROOK.ORG                                                 ;2801;12;3;143127;16462;77965;22310;71697
AL;AL0055;ROCKFORD PUBLIC LIBRARY                                     ;-3                                                                              ;2550;2;1;46995;396;1956;1207;1530
AL;AL0056;TALLASSEE COMMUNITY PUBLIC LIBRARY                          ;www.tallasseelibrary.com                                                        ;1805;10;1.5;74580;5121;27848;6214;39244
AL;AL0057;WETUMPKA PUBLIC LIBRARY                                     ;-3                                                                              ;2862;17;5;257780;7585;27813;21178;86684
AL;AL0059;FLORENCE - LAUDERDALE PUBLIC LIBRARY                        ;www.flpl.org                                                                    ;2754;26;19;986674;85396;256381;44449;283999
AL;AL0060;TUSCUMBIA - HELEN KELLER PUBLIC LIBRARY                     ;-3                                                                              ;1992;7;4;140961;12705;10125;5842;37017
AL;AL0061;LEIGHTON PUBLIC LIBRARY                                     ;-3                                                                              ;1004;3;1.05;14807;5295;3902;2000;3233
AL;AL0062;MUSCLE SHOALS PUBLIC LIBRARY                                ;cityofmuscleshoals.com                                                          ;2193;32;10.7;571304;17310;84534;22132;204343
AL;AL0063;ROGERSVILLE PUBLIC LIBRARY                                  ;www.rogersvillelibrary.org                                                      ;2080;15;2.5;95037;1196;25689;6067;41980
